"","EmployeeID","age","length_of_service","gender_short","termtype_desc","length_categ","emp_categ","age_dec","EStatus","ESY"
"30918",5794,40,12,"F","Not Applicable","B","Worker","40s",0,9
"30928",5795,40,12,"M","Not Applicable","B","Worker","40s",0,9
"30938",5796,40,12,"F","Not Applicable","B","Worker","40s",0,9
"30948",5797,40,12,"M","Not Applicable","B","Worker","40s",0,9
"30958",5798,40,12,"M","Not Applicable","B","Worker","40s",0,9
"30968",5799,40,12,"M","Not Applicable","B","Worker","40s",0,9
"30978",5800,40,12,"M","Not Applicable","B","Worker","40s",0,9
"30988",5801,40,12,"M","Not Applicable","B","Worker","40s",0,9
"30998",5802,40,12,"F","Not Applicable","B","Worker","40s",0,9
"31008",5803,40,12,"F","Not Applicable","B","Worker","40s",0,9
"31018",5804,40,12,"F","Not Applicable","B","Worker","40s",0,9
"31028",5805,40,12,"M","Not Applicable","B","Worker","40s",0,9
"31038",5806,40,12,"M","Not Applicable","B","Worker","40s",0,9
"31048",5807,40,12,"F","Not Applicable","B","Worker","40s",0,9
"31058",5808,40,12,"M","Not Applicable","B","Worker","40s",0,9
"31068",5809,40,12,"M","Not Applicable","B","Worker","40s",0,9
"31078",5810,40,12,"F","Not Applicable","B","Worker","40s",0,9
"31088",5811,40,12,"F","Not Applicable","B","Worker","40s",0,9
"31098",5812,40,12,"M","Not Applicable","B","Worker","40s",0,9
"31108",5813,40,12,"F","Not Applicable","B","Worker","40s",0,9
"31118",5814,40,12,"M","Not Applicable","B","Worker","40s",0,9
"31128",5815,40,12,"F","Not Applicable","B","Worker","40s",0,9
"31138",5816,40,12,"M","Not Applicable","B","Worker","40s",0,9
"31148",5817,40,12,"F","Not Applicable","B","Worker","40s",0,9
"31158",5818,40,12,"F","Not Applicable","B","Worker","40s",0,9
"31168",5819,40,12,"M","Not Applicable","B","Worker","40s",0,9
"31178",5820,40,12,"M","Not Applicable","B","Worker","40s",0,9
"31188",5821,40,12,"M","Not Applicable","B","Worker","40s",0,9
"31198",5822,40,12,"F","Not Applicable","B","Worker","40s",0,9
"31208",5823,40,12,"F","Not Applicable","B","Worker","40s",0,9
"31218",5824,40,12,"M","Not Applicable","B","Worker","40s",0,9
"31228",5825,40,12,"M","Not Applicable","B","Worker","40s",0,9
"31238",5826,40,12,"M","Not Applicable","B","Worker","40s",0,9
"31248",5827,40,12,"F","Not Applicable","B","Worker","40s",0,9
"31258",5828,40,12,"M","Not Applicable","B","Worker","40s",0,9
"31268",5829,40,12,"F","Not Applicable","B","Worker","40s",0,9
"31278",5830,40,12,"M","Not Applicable","B","Worker","40s",0,9
"31288",5831,40,12,"M","Not Applicable","B","Worker","40s",0,9
"31298",5832,40,12,"M","Not Applicable","B","Worker","40s",0,9
"31308",5833,40,12,"M","Not Applicable","B","Worker","40s",0,9
"31318",5834,40,12,"F","Not Applicable","B","Worker","40s",0,9
"31328",5835,40,12,"M","Not Applicable","B","Worker","40s",0,9
"49249",5836,39,11,"M","Involuntary","B","Worker","30s",1,8
"49250",5837,39,11,"F","Involuntary","B","Worker","30s",1,8
"31354",5838,40,12,"F","Not Applicable","B","Worker","40s",0,9
"31364",5839,40,12,"F","Not Applicable","B","Worker","40s",0,9
"31374",5840,40,12,"M","Not Applicable","B","Worker","40s",0,9
"31384",5841,40,12,"F","Not Applicable","B","Worker","40s",0,9
"31394",5842,40,12,"F","Not Applicable","B","Worker","40s",0,9
"49251",5843,34,6,"F","Voluntary","B","Worker","30s",1,4
"31408",5844,40,12,"M","Not Applicable","B","Worker","40s",0,9
"31418",5845,40,12,"M","Not Applicable","B","Worker","40s",0,9
"31428",5846,40,12,"M","Not Applicable","B","Worker","40s",0,9
"31438",5847,40,12,"F","Not Applicable","B","Worker","40s",0,9
"31448",5848,40,12,"F","Not Applicable","B","Worker","40s",0,9
"31458",5849,40,12,"F","Not Applicable","B","Worker","40s",0,9
"31468",5850,40,12,"M","Not Applicable","B","Worker","40s",0,9
"31478",5851,40,12,"M","Not Applicable","B","Worker","40s",0,9
"31488",5852,40,12,"M","Not Applicable","B","Worker","40s",0,9
"31498",5853,40,12,"M","Not Applicable","B","Worker","40s",0,9
"31508",5854,40,12,"F","Not Applicable","B","Worker","40s",0,9
"31518",5855,40,12,"M","Not Applicable","B","Worker","40s",0,9
"31528",5856,40,12,"F","Not Applicable","B","Worker","40s",0,9
"49252",5857,37,9,"F","Voluntary","B","Worker","30s",1,6
"31544",5858,40,12,"M","Not Applicable","B","Worker","40s",0,9
"31554",5859,40,12,"M","Not Applicable","B","Worker","40s",0,9
"31564",5860,40,12,"F","Not Applicable","B","Worker","40s",0,9
"31574",5861,40,12,"M","Not Applicable","B","Worker","40s",0,9
"31584",5862,40,12,"M","Not Applicable","B","Worker","40s",0,9
"31594",5863,40,12,"M","Not Applicable","B","Worker","40s",0,9
"31604",5864,40,12,"F","Not Applicable","B","Worker","40s",0,9
"31614",5865,40,12,"M","Not Applicable","B","Worker","40s",0,9
"31624",5866,40,12,"M","Not Applicable","B","Worker","40s",0,9
"31634",5867,40,12,"M","Not Applicable","B","Worker","40s",0,9
"31644",5868,40,12,"M","Not Applicable","B","Worker","40s",0,9
"31654",5869,40,12,"F","Not Applicable","B","Worker","40s",0,9
"31664",5870,40,12,"F","Not Applicable","B","Worker","40s",0,9
"31674",5871,40,12,"M","Not Applicable","B","Worker","40s",0,9
"49253",5872,32,4,"M","Voluntary","A","Worker","30s",1,1
"31685",5873,40,12,"M","Not Applicable","B","Worker","40s",0,9
"49254",5874,39,11,"M","Involuntary","B","Worker","30s",1,8
"31703",5875,40,12,"M","Not Applicable","B","Worker","40s",0,9
"31713",5876,40,12,"M","Not Applicable","B","Worker","40s",0,9
"31723",5877,40,12,"F","Not Applicable","B","Worker","40s",0,9
"31733",5878,40,12,"M","Not Applicable","B","Worker","40s",0,9
"31743",5879,40,12,"M","Not Applicable","B","Worker","40s",0,9
"31753",5880,40,12,"M","Not Applicable","B","Worker","40s",0,9
"31763",5881,40,12,"M","Not Applicable","B","Worker","40s",0,9
"49255",5882,39,11,"F","Involuntary","B","Worker","30s",1,8
"31781",5883,40,12,"F","Not Applicable","B","Worker","40s",0,9
"31791",5884,40,12,"M","Not Applicable","B","Worker","40s",0,9
"31801",5885,40,12,"M","Not Applicable","B","Worker","40s",0,9
"31811",5886,40,12,"F","Not Applicable","B","Worker","40s",0,9
"31821",5887,40,12,"M","Not Applicable","B","Worker","40s",0,9
"31831",5888,40,12,"M","Not Applicable","B","Worker","40s",0,9
"31841",5889,40,12,"M","Not Applicable","B","Worker","40s",0,9
"31851",5890,40,12,"F","Not Applicable","B","Worker","40s",0,9
"31861",5891,40,12,"F","Not Applicable","B","Worker","40s",0,9
"49256",5892,36,8,"F","Voluntary","B","Worker","30s",1,6
"31877",5893,40,12,"M","Not Applicable","B","Worker","40s",0,9
"31887",5894,40,12,"M","Not Applicable","B","Worker","40s",0,9
"31897",5895,40,12,"F","Not Applicable","B","Worker","40s",0,9
"31907",5896,40,12,"M","Not Applicable","B","Worker","40s",0,9
"31917",5897,40,12,"F","Not Applicable","B","Worker","40s",0,9
"31927",5898,39,12,"M","Not Applicable","B","Worker","30s",0,9
"31937",5899,39,12,"F","Not Applicable","B","Worker","30s",0,9
"31947",5900,39,12,"F","Not Applicable","B","Worker","30s",0,9
"31957",5901,39,12,"F","Not Applicable","B","Worker","30s",0,9
"31967",5902,39,12,"M","Not Applicable","B","Worker","30s",0,9
"31977",5903,39,12,"F","Not Applicable","B","Worker","30s",0,9
"31987",5904,39,12,"M","Not Applicable","B","Worker","30s",0,9
"31997",5905,39,12,"M","Not Applicable","B","Worker","30s",0,9
"32007",5906,39,12,"F","Not Applicable","B","Worker","30s",0,9
"32017",5907,39,12,"M","Not Applicable","B","Worker","30s",0,9
"32027",5908,39,12,"F","Not Applicable","B","Worker","30s",0,9
"32037",5909,39,12,"F","Not Applicable","B","Worker","30s",0,9
"32047",5910,39,12,"M","Not Applicable","B","Worker","30s",0,9
"32057",5911,39,12,"F","Not Applicable","B","Worker","30s",0,9
"32067",5912,39,12,"M","Not Applicable","B","Worker","30s",0,9
"32077",5913,39,12,"M","Not Applicable","B","Worker","30s",0,9
"32087",5914,39,12,"F","Not Applicable","B","Worker","30s",0,9
"32097",5915,39,12,"M","Not Applicable","B","Worker","30s",0,9
"32107",5916,39,12,"F","Not Applicable","B","Worker","30s",0,9
"32117",5917,39,12,"F","Not Applicable","B","Worker","30s",0,9
"32127",5918,39,12,"M","Not Applicable","B","Worker","30s",0,9
"32137",5919,39,11,"F","Not Applicable","B","Worker","30s",0,9
"49257",5920,39,11,"M","Involuntary","B","Worker","30s",1,9
"32156",5921,39,11,"F","Not Applicable","B","Worker","30s",0,9
"32166",5922,39,11,"M","Not Applicable","B","Worker","30s",0,9
"32176",5923,39,11,"M","Not Applicable","B","Worker","30s",0,9
"32186",5924,39,11,"M","Not Applicable","B","Worker","30s",0,9
"32196",5925,39,11,"M","Not Applicable","B","Worker","30s",0,9
"32206",5926,39,11,"M","Not Applicable","B","Worker","30s",0,9
"32216",5927,39,11,"F","Not Applicable","B","Worker","30s",0,9
"32226",5928,39,11,"M","Not Applicable","B","Worker","30s",0,9
"32236",5929,39,11,"M","Not Applicable","B","Worker","30s",0,9
"49258",5930,38,10,"M","Involuntary","B","Worker","30s",1,8
"32254",5931,39,11,"M","Not Applicable","B","Worker","30s",0,9
"32264",5932,39,11,"M","Not Applicable","B","Worker","30s",0,9
"32274",5933,39,11,"F","Not Applicable","B","Worker","30s",0,9
"32284",5934,39,11,"F","Not Applicable","B","Worker","30s",0,9
"32294",5935,39,11,"M","Not Applicable","B","Worker","30s",0,9
"32304",5936,39,11,"M","Not Applicable","B","Worker","30s",0,9
"32314",5937,39,11,"F","Not Applicable","B","Worker","30s",0,9
"32324",5938,39,11,"F","Not Applicable","B","Worker","30s",0,9
"32334",5939,39,11,"F","Not Applicable","B","Worker","30s",0,9
"32344",5940,39,11,"F","Not Applicable","B","Worker","30s",0,9
"32354",5941,39,11,"F","Not Applicable","B","Worker","30s",0,9
"49259",5942,38,10,"F","Involuntary","B","Worker","30s",1,8
"32372",5943,39,11,"F","Not Applicable","B","Worker","30s",0,9
"32382",5944,39,11,"F","Not Applicable","B","Worker","30s",0,9
"32392",5945,39,11,"F","Not Applicable","B","Worker","30s",0,9
"32402",5946,39,11,"M","Not Applicable","B","Worker","30s",0,9
"32412",5947,39,11,"F","Not Applicable","B","Worker","30s",0,9
"32422",5948,39,11,"F","Not Applicable","B","Worker","30s",0,9
"32432",5949,39,11,"F","Not Applicable","B","Worker","30s",0,9
"32442",5950,39,11,"F","Not Applicable","B","Worker","30s",0,9
"49260",5951,39,11,"F","Involuntary","B","Worker","30s",1,9
"32461",5952,39,11,"M","Not Applicable","B","Worker","30s",0,9
"32471",5953,39,11,"F","Not Applicable","B","Worker","30s",0,9
"32481",5954,39,11,"M","Not Applicable","B","Worker","30s",0,9
"32491",5955,39,11,"M","Not Applicable","B","Worker","30s",0,9
"32501",5956,39,11,"F","Not Applicable","B","Worker","30s",0,9
"32511",5958,39,11,"M","Not Applicable","B","Worker","30s",0,9
"49261",5959,39,11,"F","Involuntary","B","Worker","30s",1,9
"32530",5960,39,11,"F","Not Applicable","B","Worker","30s",0,9
"49262",5961,33,6,"F","Voluntary","B","Worker","30s",1,4
"32544",5962,39,11,"M","Not Applicable","B","Worker","30s",0,9
"32554",5963,39,11,"M","Not Applicable","B","Worker","30s",0,9
"32564",5964,39,11,"F","Not Applicable","B","Worker","30s",0,9
"49263",5965,33,5,"F","Voluntary","B","Worker","30s",1,3
"32577",5966,39,11,"F","Not Applicable","B","Worker","30s",0,9
"32587",5967,39,11,"F","Not Applicable","B","Worker","30s",0,9
"32597",5968,39,11,"F","Not Applicable","B","Worker","30s",0,9
"32607",5969,39,11,"F","Not Applicable","B","Worker","30s",0,9
"32617",5970,39,11,"F","Not Applicable","B","Worker","30s",0,9
"32627",5971,39,11,"F","Not Applicable","B","Worker","30s",0,9
"32637",5972,39,11,"F","Not Applicable","B","Worker","30s",0,9
"32647",5973,39,11,"M","Not Applicable","B","Worker","30s",0,9
"49264",5974,38,10,"M","Involuntary","B","Worker","30s",1,8
"32665",5975,39,11,"F","Not Applicable","B","Worker","30s",0,9
"32675",5976,39,11,"M","Not Applicable","B","Worker","30s",0,9
"32685",5977,39,11,"F","Not Applicable","B","Worker","30s",0,9
"49265",5978,32,4,"F","Voluntary","A","Worker","30s",1,2
"32697",5979,39,11,"F","Not Applicable","B","Worker","30s",0,9
"32707",5980,39,11,"F","Not Applicable","B","Worker","30s",0,9
"32717",5981,39,11,"M","Not Applicable","B","Worker","30s",0,9
"32727",5982,39,11,"M","Not Applicable","B","Worker","30s",0,9
"32737",5983,39,11,"M","Not Applicable","B","Worker","30s",0,9
"32747",5984,39,11,"F","Not Applicable","B","Worker","30s",0,9
"32757",5985,39,11,"F","Not Applicable","B","Worker","30s",0,9
"32767",5986,39,11,"F","Not Applicable","B","Worker","30s",0,9
"32777",5987,39,11,"F","Not Applicable","B","Worker","30s",0,9
"32787",5988,39,11,"F","Not Applicable","B","Worker","30s",0,9
"32797",5989,39,11,"M","Not Applicable","B","Worker","30s",0,9
"32807",5990,39,11,"F","Not Applicable","B","Worker","30s",0,9
"32817",5991,39,11,"M","Not Applicable","B","Worker","30s",0,9
"32827",5992,39,11,"F","Not Applicable","B","Worker","30s",0,9
"32837",5993,39,11,"F","Not Applicable","B","Worker","30s",0,9
"32847",5994,39,11,"M","Not Applicable","B","Worker","30s",0,9
"32857",5995,39,11,"F","Not Applicable","B","Worker","30s",0,9
"32867",5996,39,11,"M","Not Applicable","B","Worker","30s",0,9
"32877",5997,39,11,"M","Not Applicable","B","Worker","30s",0,9
"32887",5998,39,11,"M","Not Applicable","B","Worker","30s",0,9
"32897",5999,39,11,"M","Not Applicable","B","Worker","30s",0,9
"32907",6000,39,11,"F","Not Applicable","B","Worker","30s",0,9
"32917",6001,39,11,"F","Not Applicable","B","Worker","30s",0,9
"32927",6002,39,11,"F","Not Applicable","B","Worker","30s",0,9
"32937",6003,39,11,"M","Not Applicable","B","Worker","30s",0,9
"32947",6004,39,11,"F","Not Applicable","B","Worker","30s",0,9
"32957",6005,39,11,"M","Not Applicable","B","Worker","30s",0,9
"32967",6006,39,11,"M","Not Applicable","B","Worker","30s",0,9
"32977",6007,39,11,"F","Not Applicable","B","Worker","30s",0,9
"32987",6008,39,11,"F","Not Applicable","B","Worker","30s",0,9
"32997",6009,39,11,"M","Not Applicable","B","Worker","30s",0,9
"33007",6010,38,11,"M","Not Applicable","B","Worker","30s",0,9
"33017",6011,38,11,"F","Not Applicable","B","Worker","30s",0,9
"33027",6012,38,11,"F","Not Applicable","B","Worker","30s",0,9
"33037",6013,38,11,"F","Not Applicable","B","Worker","30s",0,9
"33047",6014,38,11,"F","Not Applicable","B","Worker","30s",0,9
"33057",6015,38,11,"F","Not Applicable","B","Worker","30s",0,9
"33067",6016,38,11,"M","Not Applicable","B","Worker","30s",0,9
"49266",6017,31,3,"M","Voluntary","A","Worker","30s",1,2
"33079",6018,38,11,"M","Not Applicable","B","Worker","30s",0,9
"33089",6019,38,11,"M","Not Applicable","B","Worker","30s",0,9
"33099",6020,38,11,"M","Not Applicable","B","Worker","30s",0,9
"33109",6021,38,11,"F","Not Applicable","B","Worker","30s",0,9
"33119",6022,38,11,"F","Not Applicable","B","Worker","30s",0,9
"33129",6023,38,11,"F","Not Applicable","B","Worker","30s",0,9
"33139",6024,38,11,"F","Not Applicable","B","Worker","30s",0,9
"33149",6025,38,11,"F","Not Applicable","B","Worker","30s",0,9
"33159",6026,38,11,"F","Not Applicable","B","Worker","30s",0,9
"33169",6027,38,11,"F","Not Applicable","B","Worker","30s",0,9
"33179",6029,38,11,"F","Not Applicable","B","Worker","30s",0,9
"33189",6030,38,11,"F","Not Applicable","B","Worker","30s",0,9
"33199",6031,38,11,"M","Not Applicable","B","Worker","30s",0,9
"33209",6032,38,11,"F","Not Applicable","B","Worker","30s",0,9
"33219",6033,38,11,"F","Not Applicable","B","Worker","30s",0,9
"33229",6034,38,11,"M","Not Applicable","B","Worker","30s",0,9
"33239",6035,38,11,"F","Not Applicable","B","Worker","30s",0,9
"33249",6036,38,11,"F","Not Applicable","B","Worker","30s",0,9
"33259",6037,38,11,"F","Not Applicable","B","Worker","30s",0,9
"33269",6038,38,11,"M","Not Applicable","B","Worker","30s",0,9
"33279",6039,38,11,"M","Not Applicable","B","Worker","30s",0,9
"33289",6040,38,11,"M","Not Applicable","B","Worker","30s",0,9
"33299",6041,38,11,"F","Not Applicable","B","Worker","30s",0,9
"33309",6042,38,11,"F","Not Applicable","B","Worker","30s",0,9
"33319",6043,38,11,"F","Not Applicable","B","Worker","30s",0,9
"33329",6044,38,11,"F","Not Applicable","B","Worker","30s",0,9
"33339",6045,38,11,"F","Not Applicable","B","Worker","30s",0,9
"49267",6046,32,5,"M","Voluntary","B","Worker","30s",1,4
"33353",6047,38,11,"M","Not Applicable","B","Worker","30s",0,9
"33363",6048,38,11,"F","Not Applicable","B","Worker","30s",0,9
"33373",6049,38,11,"F","Not Applicable","B","Worker","30s",0,9
"33383",6050,38,11,"F","Not Applicable","B","Worker","30s",0,9
"33393",6051,38,11,"M","Not Applicable","B","Worker","30s",0,9
"33403",6052,38,11,"M","Not Applicable","B","Worker","30s",0,9
"33413",6053,38,11,"M","Not Applicable","B","Worker","30s",0,9
"33423",6054,38,11,"F","Not Applicable","B","Worker","30s",0,9
"33433",6055,38,11,"F","Not Applicable","B","Worker","30s",0,9
"33443",6056,38,11,"F","Not Applicable","B","Worker","30s",0,9
"33453",6057,38,11,"M","Not Applicable","B","Worker","30s",0,9
"33463",6058,38,11,"F","Not Applicable","B","Worker","30s",0,9
"33473",6059,38,11,"F","Not Applicable","B","Worker","30s",0,9
"33483",6060,38,11,"F","Not Applicable","B","Worker","30s",0,9
"33493",6061,38,11,"F","Not Applicable","B","Worker","30s",0,9
"33503",6062,38,11,"F","Not Applicable","B","Worker","30s",0,9
"33513",6063,38,11,"F","Not Applicable","B","Worker","30s",0,9
"49268",6064,37,10,"F","Involuntary","B","Worker","30s",1,8
"33531",6065,38,11,"M","Not Applicable","B","Worker","30s",0,9
"33541",6066,38,11,"F","Not Applicable","B","Worker","30s",0,9
"33551",6067,38,11,"F","Not Applicable","B","Worker","30s",0,9
"33561",6068,38,11,"F","Not Applicable","B","Worker","30s",0,9
"33571",6069,38,11,"M","Not Applicable","B","Worker","30s",0,9
"33581",6070,38,11,"M","Not Applicable","B","Worker","30s",0,9
"33591",6071,38,11,"M","Not Applicable","B","Worker","30s",0,9
"33601",6072,38,11,"M","Not Applicable","B","Worker","30s",0,9
"33611",6073,38,11,"F","Not Applicable","B","Worker","30s",0,9
"33621",6074,38,11,"M","Not Applicable","B","Worker","30s",0,9
"33631",6075,38,11,"M","Not Applicable","B","Worker","30s",0,9
"33641",6076,38,11,"F","Not Applicable","B","Worker","30s",0,9
"33651",6077,38,11,"M","Not Applicable","B","Worker","30s",0,9
"33661",6078,38,11,"F","Not Applicable","B","Worker","30s",0,9
"33671",6079,38,11,"M","Not Applicable","B","Worker","30s",0,9
"33681",6080,38,11,"F","Not Applicable","B","Worker","30s",0,9
"33691",6081,38,11,"M","Not Applicable","B","Worker","30s",0,9
"49269",6082,29,2,"M","Voluntary","A","Worker","20s",1,1
"33702",6083,38,11,"F","Not Applicable","B","Worker","30s",0,9
"33712",6084,38,11,"M","Not Applicable","B","Worker","30s",0,9
"33722",6085,38,11,"F","Not Applicable","B","Worker","30s",0,9
"33732",6086,38,11,"M","Not Applicable","B","Worker","30s",0,9
"33742",6087,38,11,"M","Not Applicable","B","Worker","30s",0,9
"33752",6088,38,11,"M","Not Applicable","B","Worker","30s",0,9
"33762",6089,38,11,"F","Not Applicable","B","Worker","30s",0,9
"33772",6090,38,11,"M","Not Applicable","B","Worker","30s",0,9
"33782",6091,38,11,"F","Not Applicable","B","Worker","30s",0,9
"33792",6093,38,11,"F","Not Applicable","B","Worker","30s",0,9
"33802",6094,38,11,"M","Not Applicable","B","Worker","30s",0,9
"33812",6095,38,11,"M","Not Applicable","B","Worker","30s",0,9
"33822",6096,38,11,"F","Not Applicable","B","Worker","30s",0,9
"33832",6097,38,11,"F","Not Applicable","B","Worker","30s",0,9
"33842",6098,38,11,"M","Not Applicable","B","Worker","30s",0,9
"33852",6099,38,11,"M","Not Applicable","B","Worker","30s",0,9
"33862",6100,38,11,"F","Not Applicable","B","Worker","30s",0,9
"33872",6101,38,11,"M","Not Applicable","B","Worker","30s",0,9
"33882",6102,38,11,"F","Not Applicable","B","Worker","30s",0,9
"33892",6103,38,11,"F","Not Applicable","B","Worker","30s",0,9
"33902",6104,38,11,"F","Not Applicable","B","Worker","30s",0,9
"33912",6105,38,11,"F","Not Applicable","B","Worker","30s",0,9
"33922",6106,38,11,"M","Not Applicable","B","Worker","30s",0,9
"33932",6107,38,11,"F","Not Applicable","B","Worker","30s",0,9
"33942",6108,38,11,"M","Not Applicable","B","Worker","30s",0,9
"33952",6109,38,11,"F","Not Applicable","B","Worker","30s",0,9
"33962",6110,38,11,"M","Not Applicable","B","Worker","30s",0,9
"49271",6111,38,11,"M","Involuntary","B","Worker","30s",1,9
"33981",6112,38,11,"M","Not Applicable","B","Worker","30s",0,9
"33991",6113,38,11,"M","Not Applicable","B","Worker","30s",0,9
"34001",6114,38,11,"M","Not Applicable","B","Worker","30s",0,9
"34011",6115,38,11,"F","Not Applicable","B","Worker","30s",0,9
"34021",6116,38,11,"F","Not Applicable","B","Worker","30s",0,9
"34031",6117,38,11,"F","Not Applicable","B","Worker","30s",0,9
"34041",6118,38,11,"F","Not Applicable","B","Worker","30s",0,9
"34051",6119,38,11,"M","Not Applicable","B","Worker","30s",0,9
"34061",6120,38,11,"F","Not Applicable","B","Worker","30s",0,9
"34071",6121,38,11,"M","Not Applicable","B","Worker","30s",0,9
"34081",6122,38,11,"F","Not Applicable","B","Worker","30s",0,9
"34091",6123,38,11,"M","Not Applicable","B","Worker","30s",0,9
"34101",6124,38,11,"M","Not Applicable","B","Worker","30s",0,9
"34111",6125,38,11,"M","Not Applicable","B","Worker","30s",0,9
"34121",6126,38,11,"M","Not Applicable","B","Worker","30s",0,9
"34131",6127,38,11,"F","Not Applicable","B","Worker","30s",0,9
"34141",6128,38,11,"M","Not Applicable","B","Worker","30s",0,9
"34151",6129,38,11,"F","Not Applicable","B","Worker","30s",0,9
"49272",6130,32,6,"M","Voluntary","B","Worker","30s",1,4
"34165",6131,37,11,"M","Not Applicable","B","Worker","30s",0,9
"34175",6132,37,11,"M","Not Applicable","B","Worker","30s",0,9
"49273",6133,32,5,"M","Voluntary","B","Worker","30s",1,4
"49274",6134,36,10,"F","Involuntary","B","Worker","30s",1,8
"34197",6135,37,10,"M","Not Applicable","B","Worker","30s",0,9
"49275",6136,35,8,"F","Voluntary","B","Worker","30s",1,7
"34214",6137,37,10,"M","Not Applicable","B","Worker","30s",0,9
"34224",6138,37,10,"F","Not Applicable","B","Worker","30s",0,9
"34234",6139,37,10,"M","Not Applicable","B","Worker","30s",0,9
"34244",6140,37,10,"F","Not Applicable","B","Worker","30s",0,9
"34254",6141,37,10,"F","Not Applicable","B","Worker","30s",0,9
"34264",6142,37,10,"M","Not Applicable","B","Worker","30s",0,9
"34274",6143,37,10,"F","Not Applicable","B","Worker","30s",0,9
"34284",6144,37,10,"M","Not Applicable","B","Worker","30s",0,9
"34294",6145,37,10,"M","Not Applicable","B","Worker","30s",0,9
"34304",6146,37,10,"F","Not Applicable","B","Worker","30s",0,9
"49276",6147,30,3,"M","Voluntary","A","Worker","30s",1,2
"34316",6148,37,10,"M","Not Applicable","B","Worker","30s",0,9
"34326",6149,37,10,"F","Not Applicable","B","Worker","30s",0,9
"34336",6150,37,10,"F","Not Applicable","B","Worker","30s",0,9
"34346",6151,37,10,"F","Not Applicable","B","Worker","30s",0,9
"34356",6152,37,10,"M","Not Applicable","B","Worker","30s",0,9
"34366",6153,37,10,"F","Not Applicable","B","Worker","30s",0,9
"34376",6154,37,10,"M","Not Applicable","B","Worker","30s",0,9
"34386",6156,37,10,"M","Not Applicable","B","Worker","30s",0,9
"34396",6157,37,10,"M","Not Applicable","B","Worker","30s",0,9
"34406",6158,37,10,"M","Not Applicable","B","Worker","30s",0,9
"34416",6159,37,10,"M","Not Applicable","B","Worker","30s",0,9
"34426",6160,37,10,"F","Not Applicable","B","Worker","30s",0,9
"34436",6161,37,10,"M","Not Applicable","B","Worker","30s",0,9
"34446",6162,37,10,"M","Not Applicable","B","Worker","30s",0,9
"34456",6163,37,10,"M","Not Applicable","B","Worker","30s",0,9
"34466",6164,37,10,"M","Not Applicable","B","Worker","30s",0,9
"34476",6165,37,10,"F","Not Applicable","B","Worker","30s",0,9
"34486",6166,37,10,"M","Not Applicable","B","Worker","30s",0,9
"49277",6167,34,7,"M","Voluntary","B","Worker","30s",1,6
"34502",6168,37,10,"F","Not Applicable","B","Worker","30s",0,9
"34512",6169,37,10,"F","Not Applicable","B","Worker","30s",0,9
"34522",6170,37,10,"M","Not Applicable","B","Worker","30s",0,9
"34532",6171,37,10,"M","Not Applicable","B","Worker","30s",0,9
"34542",6172,37,10,"M","Not Applicable","B","Worker","30s",0,9
"34552",6173,37,10,"F","Not Applicable","B","Worker","30s",0,9
"34562",6174,37,10,"F","Not Applicable","B","Worker","30s",0,9
"34572",6175,37,10,"M","Not Applicable","B","Worker","30s",0,9
"34582",6176,37,10,"M","Not Applicable","B","Worker","30s",0,9
"34592",6177,37,10,"M","Not Applicable","B","Worker","30s",0,9
"34602",6178,37,10,"M","Not Applicable","B","Worker","30s",0,9
"34612",6179,37,10,"M","Not Applicable","B","Worker","30s",0,9
"34622",6180,37,10,"M","Not Applicable","B","Worker","30s",0,9
"34632",6181,37,10,"F","Not Applicable","B","Worker","30s",0,9
"34642",6182,37,10,"F","Not Applicable","B","Worker","30s",0,9
"34652",6183,37,10,"F","Not Applicable","B","Worker","30s",0,9
"34662",6184,37,10,"M","Not Applicable","B","Worker","30s",0,9
"49278",6185,36,9,"F","Involuntary","B","Worker","30s",1,8
"34680",6186,37,10,"F","Not Applicable","B","Worker","30s",0,9
"34690",6187,37,10,"M","Not Applicable","B","Worker","30s",0,9
"34700",6188,37,10,"F","Not Applicable","B","Worker","30s",0,9
"34710",6189,37,10,"F","Not Applicable","B","Worker","30s",0,9
"34720",6190,37,10,"F","Not Applicable","B","Worker","30s",0,9
"34730",6191,37,10,"F","Not Applicable","B","Worker","30s",0,9
"49279",6192,36,9,"F","Involuntary","B","Worker","30s",1,8
"34748",6193,37,10,"F","Not Applicable","B","Worker","30s",0,9
"34758",6194,37,10,"M","Not Applicable","B","Worker","30s",0,9
"49280",6195,36,9,"M","Involuntary","B","Worker","30s",1,8
"34776",6196,37,10,"F","Not Applicable","B","Worker","30s",0,9
"34786",6197,37,10,"M","Not Applicable","B","Worker","30s",0,9
"34796",6198,37,10,"M","Not Applicable","B","Worker","30s",0,9
"34806",6199,37,10,"F","Not Applicable","B","Worker","30s",0,9
"34816",6200,37,10,"F","Not Applicable","B","Worker","30s",0,9
"34826",6201,37,10,"F","Not Applicable","B","Worker","30s",0,9
"34836",6202,37,10,"F","Not Applicable","B","Worker","30s",0,9
"34846",6203,37,10,"M","Not Applicable","B","Worker","30s",0,9
"34856",6204,37,10,"M","Not Applicable","B","Worker","30s",0,9
"34866",6206,37,10,"F","Not Applicable","B","Worker","30s",0,9
"34876",6207,37,10,"M","Not Applicable","B","Worker","30s",0,9
"34886",6208,37,10,"M","Not Applicable","B","Worker","30s",0,9
"34896",6209,37,10,"M","Not Applicable","B","Worker","30s",0,9
