"","EmployeeID","recorddate_key","birthdate_key","orighiredate_key","terminationdate_key","age","length_of_service","city_name","department_name","job_title","store_name","gender_short","gender_full","termreason_desc","termtype_desc","STATUS_YEAR","STATUS","BUSINESS_UNIT"
"49035",4726,"11/1/2007 0:00","11/13/1947","5/21/1999","11/13/2007",60,8,"Nanaimo","Produce","Produce Clerk",18,"M","Male","Retirement","Voluntary",2007,"TERMINATED","STORES"
"49036",4727,"11/1/2007 0:00","11/15/1947","5/23/1999","11/15/2007",60,8,"Vancouver","Meats","Meat Cutter",35,"M","Male","Retirement","Voluntary",2007,"TERMINATED","STORES"
"21548",4728,"12/31/2015 0:00","6/10/1967","5/24/1999","1/1/1900",48,16,"Nanaimo","Bakery","Baker",18,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"21558",4729,"12/31/2015 0:00","6/14/1967","5/26/1999","1/1/1900",48,16,"Vancouver","Processed Foods","Shelf Stocker",42,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"21568",4730,"12/31/2015 0:00","6/22/1967","5/30/1999","1/1/1900",48,16,"Nanaimo","Bakery","Baker",18,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"49037",4731,"11/1/2012 0:00","11/22/1947","5/30/1999","11/22/2012",65,13,"Fort Nelson","Bakery","Baker",11,"F","Female","Retirement","Voluntary",2012,"TERMINATED","STORES"
"21584",4732,"12/31/2015 0:00","6/27/1967","6/2/1999","1/1/1900",48,16,"Burnaby","Customer Service","Cashier",5,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"49038",4733,"11/1/2012 0:00","11/25/1947","6/2/1999","11/25/2012",65,13,"Burnaby","Produce","Produce Clerk",5,"F","Female","Retirement","Voluntary",2012,"TERMINATED","STORES"
"21600",4734,"12/31/2015 0:00","6/27/1967","6/2/1999","1/1/1900",48,16,"Kamloops","Bakery","Baker",15,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"49039",4735,"11/1/2007 0:00","11/26/1947","6/3/1999","11/26/2007",60,8,"Victoria","Produce","Produce Clerk",37,"M","Male","Retirement","Voluntary",2007,"TERMINATED","STORES"
"21611",4736,"12/31/2015 0:00","6/30/1967","6/3/1999","1/1/1900",48,16,"Langley","Bakery","Baker",17,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"21621",4737,"12/31/2015 0:00","7/4/1967","6/5/1999","1/1/1900",48,16,"Vancouver","Processed Foods","Shelf Stocker",42,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"49040",4738,"11/1/2007 0:00","11/29/1947","6/6/1999","11/29/2007",60,8,"Surrey","Produce","Produce Clerk",31,"M","Male","Retirement","Voluntary",2007,"TERMINATED","STORES"
"21632",4739,"12/31/2015 0:00","7/10/1967","6/8/1999","1/1/1900",48,16,"Victoria","Customer Service","Cashier",46,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"21642",4740,"12/31/2015 0:00","7/10/1967","6/8/1999","1/1/1900",48,16,"Cranbrook","Produce","Produce Clerk",8,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"49041",4741,"10/1/2012 0:00","7/10/1967","6/8/1999","10/18/2012",45,13,"Cranbrook","Produce","Produce Clerk",8,"F","Female","Resignaton","Voluntary",2012,"TERMINATED","STORES"
"49042",4742,"6/1/2009 0:00","7/11/1967","6/9/1999","6/18/2009",41,10,"Kelowna","Bakery","Baker",16,"F","Female","Resignaton","Voluntary",2009,"TERMINATED","STORES"
"49043",4743,"12/1/2007 0:00","12/4/1947","6/11/1999","12/4/2007",60,8,"Vancouver","Meats","Meat Cutter",35,"M","Male","Retirement","Voluntary",2007,"TERMINATED","STORES"
"21662",4744,"12/31/2015 0:00","7/19/1967","6/13/1999","1/1/1900",48,16,"New Westminster","Bakery","Baker",21,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"21672",4745,"12/31/2015 0:00","7/20/1967","6/14/1999","1/1/1900",48,16,"Kamloops","Bakery","Baker",15,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"21682",4746,"12/31/2015 0:00","7/23/1967","6/15/1999","1/1/1900",48,16,"Williams Lake","Bakery","Baker",40,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"49044",4747,"12/1/2012 0:00","12/10/1947","6/17/1999","12/10/2012",65,13,"Terrace","Produce","Produce Clerk",32,"F","Female","Retirement","Voluntary",2012,"TERMINATED","STORES"
"49045",4748,"12/1/2007 0:00","12/12/1947","6/19/1999","12/12/2007",60,8,"New Westminister","Produce","Produce Clerk",20,"M","Male","Retirement","Voluntary",2007,"TERMINATED","STORES"
"21699",4749,"12/31/2015 0:00","7/30/1967","6/19/1999","1/1/1900",48,16,"West Vancouver","Bakery","Baker",38,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"49046",4750,"12/1/2012 0:00","12/12/1947","6/19/1999","12/12/2012",65,13,"Vancouver","Meats","Meat Cutter",35,"F","Female","Retirement","Voluntary",2012,"TERMINATED","STORES"
"21715",4751,"12/31/2015 0:00","7/31/1967","6/20/1999","1/1/1900",48,16,"Prince George","Bakery","Baker",26,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"49047",4752,"12/1/2007 0:00","12/16/1947","6/23/1999","12/16/2007",60,8,"Vancouver","Meats","Meat Cutter",35,"M","Male","Retirement","Voluntary",2007,"TERMINATED","STORES"
"21726",4753,"12/31/2015 0:00","8/6/1967","6/23/1999","1/1/1900",48,16,"Nelson","Meats","Meat Cutter",19,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"21736",4754,"12/31/2015 0:00","8/8/1967","6/24/1999","1/1/1900",48,16,"Vancouver","Processed Foods","Shelf Stocker",42,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"49048",4755,"12/1/2007 0:00","12/17/1947","6/24/1999","12/17/2007",60,8,"Langley","Produce","Produce Clerk",17,"M","Male","Retirement","Voluntary",2007,"TERMINATED","STORES"
"49049",4756,"12/1/2012 0:00","12/17/1947","6/24/1999","12/17/2012",65,13,"Fort St John","Bakery","Baker",12,"F","Female","Retirement","Voluntary",2012,"TERMINATED","STORES"
"49050",4757,"12/1/2007 0:00","12/17/1947","6/24/1999","12/17/2007",60,8,"Vancouver","Meats","Meat Cutter",35,"M","Male","Retirement","Voluntary",2007,"TERMINATED","STORES"
"21754",4758,"12/31/2015 0:00","8/11/1967","6/25/1999","1/1/1900",48,16,"Nanaimo","Bakery","Baker",18,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"21764",4759,"12/31/2015 0:00","8/11/1967","6/25/1999","1/1/1900",48,16,"Victoria","Customer Service","Cashier",46,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"49051",4760,"12/1/2012 0:00","8/14/1967","6/27/1999","12/6/2012",45,13,"Port Coquitlam","Dairy","Dairy Person",25,"F","Female","Resignaton","Voluntary",2012,"TERMINATED","STORES"
"21780",4761,"12/31/2015 0:00","8/15/1967","6/27/1999","1/1/1900",48,16,"Port Coquitlam","Dairy","Dairy Person",25,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"49052",4762,"12/1/2007 0:00","12/22/1947","6/29/1999","12/22/2007",60,8,"Chilliwack","Produce","Produce Clerk",6,"M","Male","Retirement","Voluntary",2007,"TERMINATED","STORES"
"49053",4763,"12/1/2007 0:00","12/22/1947","6/29/1999","12/22/2007",60,8,"Victoria","Produce","Produce Clerk",37,"M","Male","Retirement","Voluntary",2007,"TERMINATED","STORES"
"21792",4764,"12/31/2015 0:00","8/19/1967","6/30/1999","1/1/1900",48,16,"Abbotsford","Meats","Meat Cutter",1,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"49054",4765,"12/1/2007 0:00","12/25/1947","7/2/1999","12/25/2007",60,8,"West Vancouver","Produce","Produce Clerk",38,"M","Male","Retirement","Voluntary",2007,"TERMINATED","STORES"
"21803",4766,"12/31/2015 0:00","8/25/1967","7/3/1999","1/1/1900",48,16,"Vernon","Bakery","Baker",36,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"49055",4767,"12/1/2014 0:00","8/25/1967","7/3/1999","12/30/2014",47,15,"Fort Nelson","Meats","Meat Cutter",11,"F","Female","Layoff","Involuntary",2014,"TERMINATED","STORES"
"21821",4768,"12/31/2015 0:00","8/27/1967","7/4/1999","1/1/1900",48,16,"Burnaby","Customer Service","Cashier",5,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"49056",4769,"12/1/2012 0:00","12/28/1947","7/5/1999","12/28/2012",65,13,"Vancouver","Meats","Meat Cutter",35,"F","Female","Retirement","Voluntary",2012,"TERMINATED","STORES"
"49057",4770,"12/1/2007 0:00","12/30/1947","7/7/1999","12/30/2007",60,8,"Victoria","Produce","Produce Clerk",37,"M","Male","Retirement","Voluntary",2007,"TERMINATED","STORES"
"49058",4771,"1/1/2013 0:00","1/1/1948","7/9/1999","1/1/2013",65,13,"Victoria","Produce","Produce Clerk",37,"F","Female","Retirement","Voluntary",2013,"TERMINATED","STORES"
"49059",4772,"1/1/2013 0:00","1/6/1948","7/14/1999","1/6/2013",65,13,"Victoria","Produce","Produce Clerk",37,"F","Female","Retirement","Voluntary",2013,"TERMINATED","STORES"
"21852",4773,"12/31/2015 0:00","9/16/1967","7/14/1999","1/1/1900",48,16,"North Vancouver","Bakery","Baker",22,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"21862",4774,"12/31/2015 0:00","9/21/1967","7/17/1999","1/1/1900",48,16,"Burnaby","Customer Service","Cashier",5,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"49060",4775,"1/1/2013 0:00","1/9/1948","7/17/1999","1/9/2013",65,13,"Vancouver","Meats","Meat Cutter",35,"F","Female","Retirement","Voluntary",2013,"TERMINATED","STORES"
"21879",4776,"12/31/2015 0:00","9/22/1967","7/18/1999","1/1/1900",48,16,"Vancouver","Processed Foods","Shelf Stocker",42,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"21889",4777,"12/31/2015 0:00","9/27/1967","7/20/1999","1/1/1900",48,16,"Nanaimo","Bakery","Baker",18,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"49061",4778,"1/1/2013 0:00","1/12/1948","7/20/1999","1/12/2013",65,13,"Prince George","Produce","Produce Clerk",26,"F","Female","Retirement","Voluntary",2013,"TERMINATED","STORES"
"49062",4779,"1/1/2008 0:00","1/14/1948","7/22/1999","1/14/2008",60,8,"Quesnel","Produce","Produce Clerk",28,"M","Male","Retirement","Voluntary",2008,"TERMINATED","STORES"
"21908",4780,"12/31/2015 0:00","10/2/1967","7/23/1999","1/1/1900",48,16,"Vancouver","Processed Foods","Shelf Stocker",42,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"21918",4781,"12/31/2015 0:00","10/3/1967","7/23/1999","1/1/1900",48,16,"Port Coquitlam","Dairy","Dairy Person",25,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"21928",4782,"12/31/2015 0:00","10/2/1967","7/23/1999","1/1/1900",48,16,"Abbotsford","Processed Foods","Shelf Stocker",1,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"21938",4783,"12/31/2015 0:00","10/2/1967","7/23/1999","1/1/1900",48,16,"Kamloops","Bakery","Baker",15,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"21948",4784,"12/31/2015 0:00","10/6/1967","7/25/1999","1/1/1900",48,16,"Prince George","Bakery","Baker",26,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"21958",4785,"12/31/2015 0:00","10/8/1967","7/26/1999","1/1/1900",48,16,"Vancouver","Processed Foods","Shelf Stocker",42,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"49063",4786,"1/1/2008 0:00","10/9/1967","7/27/1999","1/12/2008",40,8,"New Westminster","Bakery","Baker",21,"M","Male","Resignaton","Voluntary",2008,"TERMINATED","STORES"
"21970",4787,"12/31/2015 0:00","10/10/1967","7/27/1999","1/1/1900",48,16,"Victoria","Customer Service","Cashier",46,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"21980",4788,"12/31/2015 0:00","10/10/1967","7/27/1999","1/1/1900",48,16,"Vancouver","Processed Foods","Shelf Stocker",42,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"21990",4789,"12/31/2015 0:00","10/12/1967","7/28/1999","1/1/1900",48,16,"Squamish","Produce","Produce Clerk",30,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"22000",4790,"12/31/2015 0:00","10/13/1967","7/29/1999","1/1/1900",48,16,"Victoria","Customer Service","Cashier",46,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"22010",4791,"12/31/2015 0:00","10/13/1967","7/29/1999","1/1/1900",48,16,"Kelowna","Bakery","Baker",16,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"49064",4792,"12/1/2014 0:00","10/15/1967","7/30/1999","12/30/2014",47,15,"Fort Nelson","Meats","Meat Cutter",11,"F","Female","Layoff","Involuntary",2014,"TERMINATED","STORES"
"22028",4793,"12/31/2015 0:00","10/16/1967","7/30/1999","1/1/1900",48,16,"New Westminster","Bakery","Baker",21,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"49065",4794,"1/1/2008 0:00","1/23/1948","7/31/1999","1/23/2008",60,8,"Surrey","Produce","Produce Clerk",31,"M","Male","Retirement","Voluntary",2008,"TERMINATED","STORES"
"49066",4795,"1/1/2008 0:00","1/28/1948","8/5/1999","1/28/2008",60,8,"Surrey","Produce","Produce Clerk",31,"M","Male","Retirement","Voluntary",2008,"TERMINATED","STORES"
"22042",4798,"12/31/2015 0:00","10/28/1967","8/6/1999","1/1/1900",48,16,"Victoria","Customer Service","Cashier",46,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"22052",4799,"12/31/2015 0:00","10/30/1967","8/7/1999","1/1/1900",48,16,"New Westminster","Bakery","Baker",21,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"49068",4800,"2/1/2013 0:00","2/1/1948","8/9/1999","2/1/2013",65,13,"Haney","Meats","Meat Cutter",14,"F","Female","Retirement","Voluntary",2013,"TERMINATED","STORES"
"22069",4801,"12/31/2015 0:00","11/5/1967","8/10/1999","1/1/1900",48,16,"New Westminster","Bakery","Baker",21,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"22079",4802,"12/31/2015 0:00","11/7/1967","8/11/1999","1/1/1900",48,16,"Vancouver","Processed Foods","Shelf Stocker",42,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"22089",4803,"12/31/2015 0:00","11/10/1967","8/12/1999","1/1/1900",48,16,"Port Coquitlam","Dairy","Dairy Person",25,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"22099",4804,"12/31/2015 0:00","11/11/1967","8/13/1999","1/1/1900",48,16,"Nanaimo","Bakery","Baker",18,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"49069",4805,"2/1/2008 0:00","2/5/1948","8/13/1999","2/5/2008",60,8,"Fort Nelson","Bakery","Baker",11,"M","Male","Retirement","Voluntary",2008,"TERMINATED","STORES"
"49070",4806,"2/1/2008 0:00","2/6/1948","8/14/1999","2/6/2008",60,8,"Port Coquitlam","Produce","Produce Clerk",25,"M","Male","Retirement","Voluntary",2008,"TERMINATED","STORES"
"49071",4807,"2/1/2008 0:00","2/7/1948","8/15/1999","2/7/2008",60,8,"Vancouver","Meats","Meat Cutter",35,"M","Male","Retirement","Voluntary",2008,"TERMINATED","STORES"
"49072",4808,"2/1/2008 0:00","2/9/1948","8/17/1999","2/9/2008",60,8,"New Westminster","Produce","Produce Clerk",21,"M","Male","Retirement","Voluntary",2008,"TERMINATED","STORES"
"49073",4809,"2/1/2008 0:00","2/10/1948","8/18/1999","2/10/2008",60,8,"Victoria","Produce","Produce Clerk",37,"M","Male","Retirement","Voluntary",2008,"TERMINATED","STORES"
"22119",4810,"12/31/2015 0:00","11/20/1967","8/18/1999","1/1/1900",48,16,"Kamloops","Bakery","Baker",15,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"49074",4811,"2/1/2013 0:00","2/11/1948","8/19/1999","2/11/2013",65,13,"Vancouver","Meats","Meat Cutter",35,"F","Female","Retirement","Voluntary",2013,"TERMINATED","STORES"
"22136",4812,"12/31/2015 0:00","11/23/1967","8/19/1999","1/1/1900",48,16,"Kamloops","Bakery","Baker",15,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"22146",4813,"12/31/2015 0:00","11/27/1967","8/21/1999","1/1/1900",48,16,"Fort St John","Produce","Produce Clerk",12,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"22156",4814,"12/31/2015 0:00","11/29/1967","8/22/1999","1/1/1900",48,16,"Vancouver","Processed Foods","Shelf Stocker",42,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"49075",4815,"2/1/2013 0:00","2/14/1948","8/22/1999","2/14/2013",65,13,"Kamloops","Bakery","Baker",15,"F","Female","Retirement","Voluntary",2013,"TERMINATED","STORES"
"22173",4816,"12/31/2015 0:00","11/30/1967","8/23/1999","1/1/1900",48,16,"Kamloops","Bakery","Baker",15,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"22183",4817,"12/31/2015 0:00","12/2/1967","8/24/1999","1/1/1900",48,16,"Kelowna","Bakery","Baker",16,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"22193",4818,"12/31/2015 0:00","12/5/1967","8/26/1999","1/1/1900",48,16,"Surrey","Bakery","Baker",31,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"49076",4819,"12/1/2014 0:00","12/7/1967","8/27/1999","12/30/2014",47,15,"New Westminister","Meats","Meat Cutter",20,"M","Male","Layoff","Involuntary",2014,"TERMINATED","STORES"
"49077",4820,"12/1/2014 0:00","12/7/1967","8/27/1999","12/30/2014",47,15,"Dawson Creek","Customer Service","Cashier",9,"M","Male","Layoff","Involuntary",2014,"TERMINATED","STORES"
"22219",4821,"12/31/2015 0:00","12/7/1967","8/27/1999","1/1/1900",48,16,"Nanaimo","Bakery","Baker",18,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"22229",4822,"12/31/2015 0:00","12/10/1967","8/28/1999","1/1/1900",48,16,"Chilliwack","Bakery","Baker",6,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"49078",4823,"2/1/2008 0:00","2/21/1948","8/29/1999","2/21/2008",60,8,"Victoria","Produce","Produce Clerk",37,"M","Male","Retirement","Voluntary",2008,"TERMINATED","STORES"
"22241",4824,"12/31/2015 0:00","12/12/1967","8/29/1999","1/1/1900",48,16,"Vancouver","Processed Foods","Shelf Stocker",42,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"22251",4825,"12/31/2015 0:00","12/16/1967","8/31/1999","1/1/1900",48,16,"Vancouver","Processed Foods","Shelf Stocker",42,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"22261",4826,"12/31/2015 0:00","12/18/1967","9/1/1999","1/1/1900",48,16,"Kelowna","Bakery","Baker",16,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"49079",4827,"3/1/2013 0:00","3/1/1948","9/6/1999","3/1/2013",65,13,"Vancouver","Meats","Meat Cutter",35,"F","Female","Retirement","Voluntary",2013,"TERMINATED","STORES"
"49080",4828,"3/1/2008 0:00","3/1/1948","9/6/1999","3/1/2008",60,8,"Vancouver","Meats","Meat Cutter",35,"M","Male","Retirement","Voluntary",2008,"TERMINATED","STORES"
"22280",4829,"12/31/2015 0:00","12/26/1967","9/6/1999","1/1/1900",48,16,"Richmond","Produce","Produce Clerk",29,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"22290",4830,"12/31/2015 0:00","12/29/1967","9/7/1999","1/1/1900",48,16,"Burnaby","Customer Service","Cashier",5,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"22300",4831,"12/31/2015 0:00","1/3/1968","9/10/1999","1/1/1900",47,16,"West Vancouver","Bakery","Baker",38,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"22310",4832,"12/31/2015 0:00","1/3/1968","9/10/1999","1/1/1900",47,16,"Kelowna","Bakery","Baker",16,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"49081",4833,"3/1/2013 0:00","3/5/1948","9/10/1999","3/5/2013",65,13,"Victoria","Produce","Produce Clerk",37,"F","Female","Retirement","Voluntary",2013,"TERMINATED","STORES"
"22327",4834,"12/31/2015 0:00","1/4/1968","9/10/1999","1/1/1900",47,16,"Vancouver","Processed Foods","Shelf Stocker",42,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"49082",4835,"3/1/2013 0:00","3/5/1948","9/10/1999","3/5/2013",65,13,"Vancouver","Meats","Meat Cutter",35,"F","Female","Retirement","Voluntary",2013,"TERMINATED","STORES"
"49083",4836,"3/1/2008 0:00","3/6/1948","9/11/1999","3/6/2008",60,8,"Terrace","Produce","Produce Clerk",32,"M","Male","Retirement","Voluntary",2008,"TERMINATED","STORES"
"22346",4837,"12/31/2015 0:00","1/13/1968","9/15/1999","1/1/1900",47,16,"Cranbrook","Produce","Produce Clerk",8,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"22356",4838,"12/31/2015 0:00","1/13/1968","9/15/1999","1/1/1900",47,16,"Trail","Bakery","Baker",33,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"22366",4839,"12/31/2015 0:00","1/15/1968","9/16/1999","1/1/1900",47,16,"Vernon","Bakery","Baker",36,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"22376",4840,"12/31/2015 0:00","1/15/1968","9/16/1999","1/1/1900",47,16,"Chilliwack","Bakery","Baker",6,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"49084",4841,"3/1/2013 0:00","3/11/1948","9/16/1999","3/11/2013",65,13,"Kelowna","Produce","Produce Clerk",16,"F","Female","Retirement","Voluntary",2013,"TERMINATED","STORES"
"22393",4842,"12/31/2015 0:00","1/17/1968","9/17/1999","1/1/1900",47,16,"Nelson","Meats","Meat Cutter",19,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"22403",4843,"12/31/2015 0:00","1/19/1968","9/18/1999","1/1/1900",47,16,"Nanaimo","Bakery","Baker",18,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"22413",4844,"12/31/2015 0:00","1/19/1968","9/18/1999","1/1/1900",47,16,"Squamish","Produce","Produce Clerk",30,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"22423",4845,"12/31/2015 0:00","1/22/1968","9/20/1999","1/1/1900",47,16,"New Westminster","Bakery","Baker",21,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"22433",4846,"12/31/2015 0:00","1/26/1968","9/22/1999","1/1/1900",47,16,"Burnaby","Customer Service","Cashier",5,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"22443",4847,"12/31/2015 0:00","1/26/1968","9/22/1999","1/1/1900",47,16,"Vancouver","Processed Foods","Shelf Stocker",42,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"49085",4848,"3/1/2013 0:00","3/17/1948","9/22/1999","3/17/2013",65,13,"Victoria","Produce","Produce Clerk",37,"F","Female","Retirement","Voluntary",2013,"TERMINATED","STORES"
"22460",4849,"12/31/2015 0:00","1/30/1968","9/24/1999","1/1/1900",47,16,"New Westminster","Bakery","Baker",21,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"22470",4850,"12/31/2015 0:00","2/2/1968","9/26/1999","1/1/1900",47,16,"New Westminster","Bakery","Baker",21,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"22480",4851,"12/31/2015 0:00","2/5/1968","9/27/1999","1/1/1900",47,16,"Vancouver","Processed Foods","Shelf Stocker",42,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"22490",4852,"12/31/2015 0:00","2/9/1968","9/29/1999","1/1/1900",47,16,"Vancouver","Processed Foods","Shelf Stocker",42,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"22500",4853,"12/31/2015 0:00","2/9/1968","9/29/1999","1/1/1900",47,16,"Surrey","Bakery","Baker",31,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"49086",4854,"3/1/2008 0:00","3/26/1948","10/1/1999","3/26/2008",60,8,"Victoria","Produce","Produce Clerk",37,"M","Male","Retirement","Voluntary",2008,"TERMINATED","STORES"
"22512",4855,"12/31/2015 0:00","2/20/1968","10/5/1999","1/1/1900",47,16,"Vancouver","Processed Foods","Shelf Stocker",42,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"49087",4856,"3/1/2008 0:00","3/31/1948","10/6/1999","3/31/2008",60,8,"Port Coquitlam","Produce","Produce Clerk",25,"M","Male","Retirement","Voluntary",2008,"TERMINATED","STORES"
"49088",4857,"4/1/2008 0:00","4/1/1948","10/7/1999","4/1/2008",60,8,"Victoria","Produce","Produce Clerk",37,"M","Male","Retirement","Voluntary",2008,"TERMINATED","STORES"
"49089",4858,"4/1/2008 0:00","4/4/1948","10/10/1999","4/4/2008",60,8,"Langley","Produce","Produce Clerk",17,"M","Male","Retirement","Voluntary",2008,"TERMINATED","STORES"
"22528",4859,"12/31/2015 0:00","3/5/1968","10/12/1999","1/1/1900",47,16,"Vancouver","Processed Foods","Shelf Stocker",42,"F","Female","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"22538",4860,"12/31/2015 0:00","3/5/1968","10/12/1999","1/1/1900",47,16,"Vancouver","Processed Foods","Shelf Stocker",42,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"22548",4861,"12/31/2015 0:00","3/4/1968","10/12/1999","1/1/1900",47,16,"Vancouver","Processed Foods","Shelf Stocker",42,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
"49090",4862,"4/1/2008 0:00","4/8/1948","10/14/1999","4/8/2008",60,8,"Cranbrook","Produce","Produce Clerk",8,"M","Male","Retirement","Voluntary",2008,"TERMINATED","STORES"
"49091",4863,"4/1/2008 0:00","4/8/1948","10/14/1999","4/8/2008",60,8,"Vancouver","Meats","Meat Cutter",35,"M","Male","Retirement","Voluntary",2008,"TERMINATED","STORES"
"49092",4864,"4/1/2013 0:00","4/9/1948","10/15/1999","4/9/2013",65,13,"Chilliwack","Bakery","Baker",6,"F","Female","Retirement","Voluntary",2013,"TERMINATED","STORES"
"49093",4865,"4/1/2013 0:00","4/13/1948","10/19/1999","4/13/2013",65,13,"Terrace","Produce","Produce Clerk",32,"F","Female","Retirement","Voluntary",2013,"TERMINATED","STORES"
"22576",4866,"12/31/2015 0:00","3/20/1968","10/20/1999","1/1/1900",47,16,"Langley","Bakery","Baker",17,"M","Male","Not Applicable","Not Applicable",2015,"ACTIVE","STORES"
